CATEGORIA;SUB-CATEGORIA;CAPACIDAD;CODIGO;REFERENCIA;MEDIDAS;CANTIDAD;CIREL;  PRECIO SIN IVA  ;  PRECIO CON IVA  
MICRO Y BOWL;KRAFT MICROCORRUGADO;;019901GK;DOMICILIO ;18,5cm X 18,5cm X 3,8cm;MILLAR;; $1.226,07 ; $1.459,02 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470198;DOMICILIO;16,5cm X 22cm X 7cm;MILLAR;; $1.226,07 ; $1.459,02 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470204;DOMICILIO;23cm X 23cm X 11cm;MILLAR;; $2.307,91 ; $2.746,41 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470201;DOMICILIO;24cm X 24cm X 10cm;MILLAR;; $2.681,46 ; $3.190,94 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470195;DOMICILIO;30cm X 30cm X 10cm;MILLAR;; $4.160,89 ; $4.951,46 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470441K;BANDEJA;16,3cmX27,5cmX3cm;MILLAR;; $504,85 ; $600,77 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;019901GK;DOMICILIO ;18,5cm X 18,5cm X 3,8cm;CIENTO;; $1.287,38 ; $1.531,98 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470198;DOMICILIO;16,5cm X 22cm X 7cm;CIENTO;; $1.287,38 ; $1.531,98 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470204;DOMICILIO;23cm X 23cm X 11cm;CIENTO;; $2.423,30 ; $2.883,73 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470201;DOMICILIO;24cm X 24cm X 10cm;CIENTO;; $2.815,53 ; $3.350,48 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470195;DOMICILIO;30cm X 30cm X 10cm;CIENTO;; $4.368,93 ; $5.199,03 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470441K;BANDEJA;16,3cmX27,5cmX3cm;CIENTO;; $530,10 ; $630,82 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;019901GK;DOMICILIO ;18,5cm X 18,5cm X 3,8cm;UNIDAD;; $1.344,54 ; $1.600,00 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470198;DOMICILIO;16,5cm X 22cm X 7cm;UNIDAD;; $1.344,54 ; $1.600,00 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470204;DOMICILIO;23cm X 23cm X 11cm;UNIDAD;; $2.478,99 ; $2.950,00 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470201;DOMICILIO;24cm X 24cm X 10cm;UNIDAD;; $2.899,16 ; $3.450,00 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470195;DOMICILIO;30cm X 30cm X 10cm;UNIDAD;; $4.495,80 ; $5.350,00 
MICRO Y BOWL;KRAFT MICROCORRUGADO;;470441K;BANDEJA;16,3cmX27,5cmX3cm;UNIDAD;; $546,00 ; $649,74 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470165G;9cm x 15cm ;9cm x 15cm ;MILLAR;; $76,47 ; $91,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470165;9cm x 15cm Con válvula;9cm x 15cm Con válvula;MILLAR;; $370,59 ; $441,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470166G;14cm x 16cm ;14cm x 16cm ;MILLAR;; $121,85 ; $145,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470166;14cm x 16cm Con válvula;14cm x 16cm Con válvula;MILLAR;; $389,92 ; $464,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;;15cm x 18cm ;15cm x 18cm ;MILLAR;; $147,06 ; $175,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470193;16cm x 17cm ;16cm x 17cm ;MILLAR;; $147,06 ; $175,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;;16cm x 18cm ;16cm x 18cm ;MILLAR;; $156,30 ; $186,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470218;15cm x 20cm ;15cm x 20cm ;MILLAR;; $163,87 ; $195,01 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470183;18cm x 20cm ;18cm x 20cm ;MILLAR;; $194,96 ; $232,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470167;18cm x 20cm Con válvula;18cm x 20cm Con válvula;MILLAR;; $462,18 ; $549,99 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470313;18cm x 22cm ;18cm x 22cm ;MILLAR;; $214,29 ; $255,01 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470130;18cm x 25cm ;18cm x 25cm ;MILLAR;; $244,54 ; $291,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;;20cm x 25cm ;20cm x 25cm ;MILLAR;; $271,43 ; $323,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470168;20cm x 30cm ;20cm x 30cm ;MILLAR;; $326,05 ; $388,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;;21cm x 43cm ;21cm x 43cm ;MILLAR;; $491,60 ; $585,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470308;22cm x 45cm ;22cm x 45cm ;MILLAR;; $569,75 ; $678,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;470170;25cm x 35cm ;25cm x 35cm ;MILLAR;; $474,79 ; $565,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;;25cm x 40cm ;25cm x 40cm ;MILLAR;; $542,02 ; $645,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;QUESOS;;25cm x 45cm ;25cm x 45cm ;MILLAR;; $597,48 ; $711,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470165G;9cm x 15cm ;9cm x 15cm ;CIENTO;; $76,47 ; $91,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470165;9cm x 15cm Con válvula;9cm x 15cm Con válvula;CIENTO;; $370,59 ; $441,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470166G;14cm x 16cm ;14cm x 16cm ;CIENTO;; $121,85 ; $145,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470166;14cm x 16cm Con válvula;14cm x 16cm Con válvula;CIENTO;; $389,92 ; $464,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;;15cm x 18cm ;15cm x 18cm ;CIENTO;; $147,06 ; $175,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470193;16cm x 17cm ;16cm x 17cm ;CIENTO;; $147,06 ; $175,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;;16cm x 18cm ;16cm x 18cm ;CIENTO;; $156,30 ; $186,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470218;15cm x 20cm ;15cm x 20cm ;CIENTO;; $163,87 ; $195,01 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470183;18cm x 20cm ;18cm x 20cm ;CIENTO;; $194,96 ; $232,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470167;18cm x 20cm Con válvula;18cm x 20cm Con válvula;CIENTO;; $462,18 ; $549,99 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470313;18cm x 22cm ;18cm x 22cm ;CIENTO;; $214,29 ; $255,01 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470130;18cm x 25cm ;18cm x 25cm ;CIENTO;; $244,54 ; $291,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;;20cm x 25cm ;20cm x 25cm ;CIENTO;; $271,43 ; $323,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470168;20cm x 30cm ;20cm x 30cm ;CIENTO;; $326,05 ; $388,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;;21cm x 43cm ;21cm x 43cm ;CIENTO;; $491,60 ; $585,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470308;22cm x 45cm ;22cm x 45cm ;CIENTO;; $569,75 ; $678,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;470170;25cm x 35cm ;25cm x 35cm ;CIENTO;; $474,79 ; $565,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;;25cm x 40cm ;25cm x 40cm ;CIENTO;; $542,02 ; $645,00 
EMPAQUE AL VACIO;BOLSAS DE EMPAQUE AL VACIO;SALSAS;;25cm x 45cm ;25cm x 45cm ;CIENTO;; $597,48 ; $711,00 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010;BOLSA KRAFT 12+7cm X 22cm     Fondo cuadrado;;MILLAR IMPRESO;$126.050,42; $286,00 ; $340,34 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010T;BOLSA KRAFT 12+7cm X 22cm    Con troquel;;MILLAR IMPRESO;$126.050,42; $440,00 ; $523,60 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010M;BOLSA KRAFT 12+7cm X 22cm    Con manija;;MILLAR IMPRESO;$126.050,42; $614,00 ; $730,66 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010B;BOLSA KRAFT 12+7cm X 22cm    Con base;;MILLAR IMPRESO;$126.050,42; $406,00 ; $483,14 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010TB;BOLSA KRAFT 12+7cm X 22cm   Con troquel y base;;MILLAR IMPRESO;$126.050,42; $513,00 ; $610,47 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010MB;BOLSA KRAFT 12+7cm X 22cm   Con manija y base;;MILLAR IMPRESO;$126.050,42; $684,00 ; $813,96 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011;BOLSA KRAFT  15+9cm X 30cm  Fondo cuadrado;;MILLAR IMPRESO;$134.453,78; $314,00 ; $373,66 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011T;BOLSA KRAFT  15+9cm X 30cm  Con troquel;;MILLAR IMPRESO;$134.453,78; $507,00 ; $603,33 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011M;BOLSA KRAFT  15+9cm X 30cm  Con manija;;MILLAR IMPRESO;$134.453,78; $638,00 ; $759,22 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011B;BOLSA KRAFT  15+9cm X 30cm  Con base;;MILLAR IMPRESO;$134.453,78; $407,00 ; $484,33 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011TB;BOLSA KRAFT  15+9cm X 30cm  Con troquel y base;;MILLAR IMPRESO;$134.453,78; $579,00 ; $689,01 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011MB;BOLSA KRAFT 15+9cm X 30cm Con manija y base;;MILLAR IMPRESO;$134.453,78; $708,00 ; $842,52 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430012;BOLSA KRAFT  20+9cm X 29 cm Fondo cuadrado;;MILLAR IMPRESO;$142.857,14; $440,00 ; $523,60 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430012T;BOLSA KRAFT 20+9cm X 29 cm  Con troquel;;MILLAR IMPRESO;$142.857,14; $550,00 ; $654,50 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430012M;BOLSA KRAFT 20+9cm X 29 cm  Con manija;;MILLAR IMPRESO;$142.857,14; $662,00 ; $787,78 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430012B;BOLSA KRAFT 20+9cm X 29 cm  Con base;;MILLAR IMPRESO;$142.857,14; $532,00 ; $633,08 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430012TB;BOLSA KRAFT 20+9cm X 29 cm  Con troquel y base;;MILLAR IMPRESO;$142.857,14; $618,00 ; $735,42 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430012MB;BOLSA KRAFT 20+9cm X 29 cm  Con manija y base;;MILLAR IMPRESO;$142.857,14; $733,00 ; $872,27 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430013;BOLSA KRAFT  20+14cm X 29cm Fondo cuadrado;;MILLAR IMPRESO;$142.857,14; $462,00 ; $549,78 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430013T;BOLSA KRAFT  20+14cm X 29cm  Con troquel ;;MILLAR IMPRESO;$142.857,14; $596,00 ; $709,24 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430013M;BOLSA KRAFT 20+14cm X 29cm    Con manija ;;MILLAR IMPRESO;$142.857,14; $739,00 ; $879,41 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430013B;BOLSA KRAFT 20+14cm X 29cm    Con base;;MILLAR IMPRESO;$142.857,14; $567,00 ; $674,73 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430013TB;BOLSA KRAFT  20+14cm X 29cm  Con troquel y base;;MILLAR IMPRESO;$142.857,14; $710,00 ; $844,90 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430013MB;BOLSA KRAFT 20+14cm X 29cm    Con manija y base;;MILLAR IMPRESO;$142.857,14; $825,00 ; $981,75 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430192;BOLSA KRAFT  20+14cm X 37cm Fondo cuadrado;;MILLAR IMPRESO;$142.857,14; $638,00 ; $759,22 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430192T;BOLSA KRAFT  20+14cm X 37cm  Con troquel ;;MILLAR IMPRESO;$142.857,14; $674,00 ; $802,06 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430192M;BOLSA KRAFT 20+14cm X 37cm    Con manija ;;MILLAR IMPRESO;$142.857,14; $789,00 ; $938,91 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430192B;BOLSA KRAFT 20+14cm X 37cm    Con base;;MILLAR IMPRESO;$142.857,14; $638,00 ; $759,22 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430192TB;BOLSA KRAFT  20+14cm X 37cm  Con troquel y base;;MILLAR IMPRESO;$142.857,14; $759,00 ; $903,21 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430192MB;BOLSA KRAFT 20+14cm X 37cm    Con manija y base;;MILLAR IMPRESO;$142.857,14; $874,00 ; $1.040,06 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430014;BOLSA KRAFT  26+17cm X 30cm   Fondo cuadrado;;MILLAR IMPRESO;$151.260,50; $517,00 ; $615,23 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430014T;BOLSA  KRAFT 26+17cm X 30cm  Con troquel;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430014M;BOLSA  KRAFT 26+17cm X 30cm  Con manija;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430014B;BOLSA  KRAFT 26+17cm X 30cm  Con base;;MILLAR IMPRESO;$151.260,50; $627,00 ; $746,13 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430014TB;BOLSA  KRAFT 26+17cm X 30cm  Con troquel y base;;MILLAR IMPRESO;$151.260,50; $825,00 ; $981,75 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430014MB;BOLSA KRAFT 26+17cm X 30cm Con manija y base;;MILLAR IMPRESO;$151.260,50; $889,00 ; $1.057,91 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430015;BOLSA KRAFT  26+17cm X 40cm   Fondo cuadrado;;MILLAR IMPRESO;$159.663,87; $616,00 ; $733,04 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430015T;BOLSA  KRAFT 26+17cm X 40cm  Con troquel ;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430015M;BOLSA  KRAFT 26+17cm X 40cm  Con manija;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430015B;BOLSA  KRAFT 26+17cm X 40cm  Con base;;MILLAR IMPRESO;$159.663,87; $726,00 ; $863,94 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430015TB;BOLSA  KRAFT 26+17cm X 40cm  Con troquel y base;;MILLAR IMPRESO;$159.663,87; $913,00 ; $1.086,47 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430015MB;BOLSA KRAFT 26+17cm X 40cm Con manija y base;;MILLAR IMPRESO;$159.663,87; $983,00 ; $1.169,77 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430016;BOLSA  KRAFT 28+15cm X 40cm  Fondo cuadrado;;MILLAR IMPRESO;$159.663,87; $616,00 ; $733,04 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430016T;BOLSA  KRAFT 28+15cm X 40cm  Con troquel ;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430016M;BOLSA  KRAFT 28+15cm X 40cm  Con manija;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430016B;BOLSA  KRAFT 28+15cm X 40cm  Con base;;MILLAR IMPRESO;$159.663,87; $726,00 ; $863,94 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430016TB;BOLSA  KRAFT 28+15cm X 40cm  Con troquel y base;;MILLAR IMPRESO;$159.663,87; $913,00 ; $1.086,47 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430016MB;BOLSA KRAFT 28+15cm X 40cm    Con manija y base;;MILLAR IMPRESO;$159.663,87; $983,00 ; $1.169,77 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430017;BOLSA KRAFT  31+17cm X 45cm   Fondo cuadrado;;MILLAR IMPRESO;$168.067,23; $792,00 ; $942,48 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430017T;BOLSA KRAFT 31+17cm X 45cm    Con troquel;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430017M;BOLSA KRAFT 31+17cm X 45cm    Con manija;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430017B;BOLSA KRAFT 31+17cm X 45cm    Con base;;MILLAR IMPRESO;$168.067,23; $902,00 ; $1.073,38 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430017TB;BOLSA KRAFT 31+17cm X 45cm    Con troquel y base;;MILLAR IMPRESO;$168.067,23; $1.104,00 ; $1.313,76 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430017MB;BOLSA KRAFT  31+17cm X 45cm    Con manija y base;;MILLAR IMPRESO;$168.067,23; $1.162,00 ; $1.382,78 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430018;BOLSA KRAFT 33+15cm X 32cm   Fondo cuadrado;;MILLAR IMPRESO;$168.067,23; $638,00 ; $759,22 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430018T;BOLSA KRAFT 33+15cm X 32cm Con troquel;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430018M;BOLSA KRAFT 33+15cm X 32cm Con manija;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430018B;BOLSA KRAFT 33+15cm X 32cm Con base;;MILLAR IMPRESO;$168.067,23; $770,00 ; $916,30 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430018TB;BOLSA KRAFT 33+15cm X 32cm Con troquel y base;;MILLAR IMPRESO;$168.067,23; $957,00 ; $1.138,83 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430018MB;BOLSA KRAFT  33+15cm X 32cm Con manija y base;;MILLAR IMPRESO;$168.067,23; $1.015,00 ; $1.207,85 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430019;BOLSA KRAFT  33+15cm X 45cm   Fondo cuadrado;;MILLAR IMPRESO;$168.067,23; $792,00 ; $942,48 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430019T;BOLSA KRAFT 33+15cm X 45cm Con troquel;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430019M;BOLSA KRAFT 33+15cm X 45cm Con manija;;MILLAR IMPRESO; $-   ;  $-    ;#VALUE!
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430019B;BOLSA KRAFT 33+15cm X 45cm Con base;;MILLAR IMPRESO;$168.067,23; $902,00 ; $1.073,38 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430019TB;BOLSA KRAFT 33+15cm X 45cm Con troquel y base;;MILLAR IMPRESO;$168.067,23; $1.104,00 ; $1.313,76 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430019MB;BOLSA KRAFT  33+15cm X 45cm Con manija y base;;MILLAR IMPRESO;$168.067,23; $1.162,00 ; $1.382,78 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010;BOLSA KRAFT 12+7cm X 22cm     Fondo cuadrado;;MILLAR;; $175,00 ; $208,25 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010T;BOLSA KRAFT 12+7cm X 22cm    Con troquel;;MILLAR;; $327,00 ; $389,13 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010M;BOLSA KRAFT 12+7cm X 22cm    Con manija;;MILLAR;; $500,00 ; $595,00 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010B;BOLSA KRAFT 12+7cm X 22cm    Con base;;MILLAR;; $294,00 ; $349,86 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010TB;BOLSA KRAFT 12+7cm X 22cm   Con troquel y base;;MILLAR;; $399,00 ; $474,81 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430010MB;BOLSA KRAFT 12+7cm X 22cm   Con manija y base;;MILLAR;; $569,00 ; $677,11 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011;BOLSA KRAFT  15+9cm X 30cm  Fondo cuadrado;;MILLAR;; $202,00 ; $240,38 
BOLSA KRAFT AS;BOLSA KRAFT FONDO CUADRADO;;430011T;BOLSA KRAFT  15+9cm X 30cm  Con troquel;;MILLAR;; $394,00 ; $468,86 
